,subject,list,trial_type,position,item,subid
7064,60ade46b01064a8f7aa6c325,3,recall,9,truck,60ade46b01064a8f7aa6c325
7065,60ade46b01064a8f7aa6c325,3,recall,10,tile,60ade46b01064a8f7aa6c325
7066,60ade46b01064a8f7aa6c325,3,recall,11,brick,60ade46b01064a8f7aa6c325
7067,60ade46b01064a8f7aa6c325,4,study,1,gerbil,60ade46b01064a8f7aa6c325
7068,60ade46b01064a8f7aa6c325,4,study,2,toe,60ade46b01064a8f7aa6c325
7069,60ade46b01064a8f7aa6c325,4,study,3,sauna,60ade46b01064a8f7aa6c325
7070,60ade46b01064a8f7aa6c325,4,study,4,office,60ade46b01064a8f7aa6c325
7071,60ade46b01064a8f7aa6c325,4,study,5,pelican,60ade46b01064a8f7aa6c325
7072,60ade46b01064a8f7aa6c325,4,study,6,cigarette,60ade46b01064a8f7aa6c325
7073,60ade46b01064a8f7aa6c325,4,study,7,manatee,60ade46b01064a8f7aa6c325
7074,60ade46b01064a8f7aa6c325,4,study,8,desk,60ade46b01064a8f7aa6c325
7075,60ade46b01064a8f7aa6c325,4,study,9,bush,60ade46b01064a8f7aa6c325
7076,60ade46b01064a8f7aa6c325,4,study,10,chalk,60ade46b01064a8f7aa6c325
7077,60ade46b01064a8f7aa6c325,4,study,11,factory,60ade46b01064a8f7aa6c325
7078,60ade46b01064a8f7aa6c325,4,study,12,mail,60ade46b01064a8f7aa6c325
7079,60ade46b01064a8f7aa6c325,4,study,13,prune,60ade46b01064a8f7aa6c325
7080,60ade46b01064a8f7aa6c325,4,study,14,map,60ade46b01064a8f7aa6c325
7081,60ade46b01064a8f7aa6c325,4,study,15,scarf,60ade46b01064a8f7aa6c325
7082,60ade46b01064a8f7aa6c325,4,study,16,mango,60ade46b01064a8f7aa6c325
7083,60ade46b01064a8f7aa6c325,4,study,17,trowel,60ade46b01064a8f7aa6c325
7084,60ade46b01064a8f7aa6c325,4,study,18,moose,60ade46b01064a8f7aa6c325
7085,60ade46b01064a8f7aa6c325,4,study,19,meadow,60ade46b01064a8f7aa6c325
7086,60ade46b01064a8f7aa6c325,4,study,20,pebble,60ade46b01064a8f7aa6c325
7087,60ade46b01064a8f7aa6c325,4,study,21,albatross,60ade46b01064a8f7aa6c325
7088,60ade46b01064a8f7aa6c325,4,study,22,table,60ade46b01064a8f7aa6c325
7089,60ade46b01064a8f7aa6c325,4,study,23,cloud,60ade46b01064a8f7aa6c325
7090,60ade46b01064a8f7aa6c325,4,study,24,cup,60ade46b01064a8f7aa6c325
7091,60ade46b01064a8f7aa6c325,4,study,25,safe,60ade46b01064a8f7aa6c325
7092,60ade46b01064a8f7aa6c325,4,study,26,letter,60ade46b01064a8f7aa6c325
7093,60ade46b01064a8f7aa6c325,4,study,27,pen,60ade46b01064a8f7aa6c325
7094,60ade46b01064a8f7aa6c325,4,study,28,forest,60ade46b01064a8f7aa6c325
7095,60ade46b01064a8f7aa6c325,4,study,29,beak,60ade46b01064a8f7aa6c325
7096,60ade46b01064a8f7aa6c325,4,study,30,laptop,60ade46b01064a8f7aa6c325
7097,60ade46b01064a8f7aa6c325,4,study,31,fly,60ade46b01064a8f7aa6c325
7098,60ade46b01064a8f7aa6c325,4,study,32,leopard,60ade46b01064a8f7aa6c325
7099,60ade46b01064a8f7aa6c325,4,study,33,whistle,60ade46b01064a8f7aa6c325
7100,60ade46b01064a8f7aa6c325,4,study,34,pub,60ade46b01064a8f7aa6c325
7101,60ade46b01064a8f7aa6c325,4,study,35,snake,60ade46b01064a8f7aa6c325
7102,60ade46b01064a8f7aa6c325,4,study,36,tornado,60ade46b01064a8f7aa6c325
7103,60ade46b01064a8f7aa6c325,4,study,37,rose,60ade46b01064a8f7aa6c325
7104,60ade46b01064a8f7aa6c325,4,study,38,nose,60ade46b01064a8f7aa6c325
7105,60ade46b01064a8f7aa6c325,4,study,39,store,60ade46b01064a8f7aa6c325
7106,60ade46b01064a8f7aa6c325,4,study,40,harmonica,60ade46b01064a8f7aa6c325
7107,60ade46b01064a8f7aa6c325,4,study,41,bath,60ade46b01064a8f7aa6c325
7108,60ade46b01064a8f7aa6c325,4,study,42,kiwi,60ade46b01064a8f7aa6c325
7109,60ade46b01064a8f7aa6c325,4,study,43,spider,60ade46b01064a8f7aa6c325
7110,60ade46b01064a8f7aa6c325,4,study,44,egg,60ade46b01064a8f7aa6c325
7111,60ade46b01064a8f7aa6c325,4,study,45,pill,60ade46b01064a8f7aa6c325
7112,60ade46b01064a8f7aa6c325,4,study,46,deer,60ade46b01064a8f7aa6c325
7113,60ade46b01064a8f7aa6c325,4,study,47,cashew,60ade46b01064a8f7aa6c325
7114,60ade46b01064a8f7aa6c325,4,study,48,toilet,60ade46b01064a8f7aa6c325
7115,60ade46b01064a8f7aa6c325,4,study,49,cow,60ade46b01064a8f7aa6c325
7116,60ade46b01064a8f7aa6c325,4,study,50,marker,60ade46b01064a8f7aa6c325
7117,60ade46b01064a8f7aa6c325,4,study,51,thumb,60ade46b01064a8f7aa6c325
7118,60ade46b01064a8f7aa6c325,4,study,52,truck,60ade46b01064a8f7aa6c325
7119,60ade46b01064a8f7aa6c325,4,study,53,chimp,60ade46b01064a8f7aa6c325
7120,60ade46b01064a8f7aa6c325,4,study,54,shovel,60ade46b01064a8f7aa6c325
7121,60ade46b01064a8f7aa6c325,4,study,55,mesa,60ade46b01064a8f7aa6c325
7122,60ade46b01064a8f7aa6c325,4,study,56,stairs,60ade46b01064a8f7aa6c325
7123,60ade46b01064a8f7aa6c325,4,recall,1,mesa,60ade46b01064a8f7aa6c325
7124,60ade46b01064a8f7aa6c325,4,recall,2,pill,60ade46b01064a8f7aa6c325
7125,60ade46b01064a8f7aa6c325,4,recall,3,kiwi,60ade46b01064a8f7aa6c325
7126,60ade46b01064a8f7aa6c325,4,recall,4,tornado,60ade46b01064a8f7aa6c325
7127,60ade46b01064a8f7aa6c325,4,recall,5,tree,60ade46b01064a8f7aa6c325
7128,60ade46b01064a8f7aa6c325,4,recall,6,door,60ade46b01064a8f7aa6c325
7129,60ade46b01064a8f7aa6c325,4,recall,7,deer,60ade46b01064a8f7aa6c325
7130,60ade46b01064a8f7aa6c325,4,recall,8,grape,60ade46b01064a8f7aa6c325
7131,60c93ed774816a2d8ebbf785,1,study,1,asparagus,60c93ed774816a2d8ebbf785
7132,60c93ed774816a2d8ebbf785,1,study,2,tuna,60c93ed774816a2d8ebbf785
7133,60c93ed774816a2d8ebbf785,1,study,3,fern,60c93ed774816a2d8ebbf785
7134,60c93ed774816a2d8ebbf785,1,study,4,pearl,60c93ed774816a2d8ebbf785
7135,60c93ed774816a2d8ebbf785,1,study,5,sink,60c93ed774816a2d8ebbf785
7136,60c93ed774816a2d8ebbf785,1,study,6,dam,60c93ed774816a2d8ebbf785
7137,60c93ed774816a2d8ebbf785,1,study,7,helicopter,60c93ed774816a2d8ebbf785
7138,60c93ed774816a2d8ebbf785,1,study,8,eraser,60c93ed774816a2d8ebbf785
7139,60c93ed774816a2d8ebbf785,1,study,9,escalator,60c93ed774816a2d8ebbf785
7140,60c93ed774816a2d8ebbf785,1,study,10,oyster,60c93ed774816a2d8ebbf785
7141,60c93ed774816a2d8ebbf785,1,study,11,slipper,60c93ed774816a2d8ebbf785
7142,60c93ed774816a2d8ebbf785,1,study,12,school,60c93ed774816a2d8ebbf785
7143,60c93ed774816a2d8ebbf785,1,study,13,mother,60c93ed774816a2d8ebbf785
7144,60c93ed774816a2d8ebbf785,1,study,14,gerbil,60c93ed774816a2d8ebbf785
7145,60c93ed774816a2d8ebbf785,1,study,15,cheek,60c93ed774816a2d8ebbf785
7146,60c93ed774816a2d8ebbf785,1,study,16,street,60c93ed774816a2d8ebbf785
7147,60c93ed774816a2d8ebbf785,1,study,17,hawk,60c93ed774816a2d8ebbf785
7148,60c93ed774816a2d8ebbf785,1,study,18,elephant,60c93ed774816a2d8ebbf785
7149,60c93ed774816a2d8ebbf785,1,study,19,tile,60c93ed774816a2d8ebbf785
7150,60c93ed774816a2d8ebbf785,1,study,20,taco,60c93ed774816a2d8ebbf785
7151,60c93ed774816a2d8ebbf785,1,study,21,lake,60c93ed774816a2d8ebbf785
7152,60c93ed774816a2d8ebbf785,1,study,22,coffin,60c93ed774816a2d8ebbf785
7153,60c93ed774816a2d8ebbf785,1,study,23,cord,60c93ed774816a2d8ebbf785
7154,60c93ed774816a2d8ebbf785,1,study,24,floss,60c93ed774816a2d8ebbf785
7155,60c93ed774816a2d8ebbf785,1,study,25,suv,60c93ed774816a2d8ebbf785
7156,60c93ed774816a2d8ebbf785,1,study,26,zoo,60c93ed774816a2d8ebbf785
7157,60c93ed774816a2d8ebbf785,1,study,27,table,60c93ed774816a2d8ebbf785
7158,60c93ed774816a2d8ebbf785,1,study,28,drawer,60c93ed774816a2d8ebbf785
7159,60c93ed774816a2d8ebbf785,1,study,29,gazelle,60c93ed774816a2d8ebbf785
7160,60c93ed774816a2d8ebbf785,1,study,30,cookie,60c93ed774816a2d8ebbf785
7161,60c93ed774816a2d8ebbf785,1,study,31,pinecone,60c93ed774816a2d8ebbf785
7162,60c93ed774816a2d8ebbf785,1,study,32,bush,60c93ed774816a2d8ebbf785
7163,60c93ed774816a2d8ebbf785,1,study,33,peanut,60c93ed774816a2d8ebbf785
7164,60c93ed774816a2d8ebbf785,1,study,34,eagle,60c93ed774816a2d8ebbf785
7165,60c93ed774816a2d8ebbf785,1,study,35,reef,60c93ed774816a2d8ebbf785
7166,60c93ed774816a2d8ebbf785,1,study,36,shoe,60c93ed774816a2d8ebbf785
7167,60c93ed774816a2d8ebbf785,1,study,37,mussel,60c93ed774816a2d8ebbf785
7168,60c93ed774816a2d8ebbf785,1,study,38,wasp,60c93ed774816a2d8ebbf785
7169,60c93ed774816a2d8ebbf785,1,study,39,fly,60c93ed774816a2d8ebbf785
7170,60c93ed774816a2d8ebbf785,1,study,40,plane,60c93ed774816a2d8ebbf785
7171,60c93ed774816a2d8ebbf785,1,study,41,piano,60c93ed774816a2d8ebbf785
7172,60c93ed774816a2d8ebbf785,1,study,42,glasses,60c93ed774816a2d8ebbf785
7173,60c93ed774816a2d8ebbf785,1,study,43,bull,60c93ed774816a2d8ebbf785
7174,60c93ed774816a2d8ebbf785,1,study,44,spatula,60c93ed774816a2d8ebbf785
7175,60c93ed774816a2d8ebbf785,1,study,45,bluejay,60c93ed774816a2d8ebbf785
7176,60c93ed774816a2d8ebbf785,1,study,46,spoon,60c93ed774816a2d8ebbf785
7177,60c93ed774816a2d8ebbf785,1,study,47,straw,60c93ed774816a2d8ebbf785
7178,60c93ed774816a2d8ebbf785,1,study,48,pillar,60c93ed774816a2d8ebbf785
7179,60c93ed774816a2d8ebbf785,1,study,49,pepper,60c93ed774816a2d8ebbf785
7180,60c93ed774816a2d8ebbf785,1,study,50,toe,60c93ed774816a2d8ebbf785
7181,60c93ed774816a2d8ebbf785,1,study,51,waterfall,60c93ed774816a2d8ebbf785
7182,60c93ed774816a2d8ebbf785,1,study,52,room,60c93ed774816a2d8ebbf785
7183,60c93ed774816a2d8ebbf785,1,study,53,hamster,60c93ed774816a2d8ebbf785
7184,60c93ed774816a2d8ebbf785,1,study,54,tomato,60c93ed774816a2d8ebbf785
7185,60c93ed774816a2d8ebbf785,1,study,55,pin,60c93ed774816a2d8ebbf785
7186,60c93ed774816a2d8ebbf785,1,study,56,doll,60c93ed774816a2d8ebbf785
7187,60c93ed774816a2d8ebbf785,1,recall,1,tie,60c93ed774816a2d8ebbf785
7188,60c93ed774816a2d8ebbf785,1,recall,2,lake,60c93ed774816a2d8ebbf785
7189,60c93ed774816a2d8ebbf785,1,recall,3,hand,60c93ed774816a2d8ebbf785
7190,60c93ed774816a2d8ebbf785,1,recall,4,dice,60c93ed774816a2d8ebbf785
7191,60c93ed774816a2d8ebbf785,1,recall,5,sky,60c93ed774816a2d8ebbf785
7192,60c93ed774816a2d8ebbf785,1,recall,6,table,60c93ed774816a2d8ebbf785
7193,60c93ed774816a2d8ebbf785,1,recall,7,duck,60c93ed774816a2d8ebbf785
7194,60c93ed774816a2d8ebbf785,1,recall,8,cookie,60c93ed774816a2d8ebbf785
7195,60c93ed774816a2d8ebbf785,1,recall,9,tray,60c93ed774816a2d8ebbf785
7196,60c93ed774816a2d8ebbf785,1,recall,10,wall,60c93ed774816a2d8ebbf785
7197,60c93ed774816a2d8ebbf785,2,study,1,pretzel,60c93ed774816a2d8ebbf785
7198,60c93ed774816a2d8ebbf785,2,study,2,tray,60c93ed774816a2d8ebbf785
7199,60c93ed774816a2d8ebbf785,2,study,3,chair,60c93ed774816a2d8ebbf785
7200,60c93ed774816a2d8ebbf785,2,study,4,toast,60c93ed774816a2d8ebbf785
7201,60c93ed774816a2d8ebbf785,2,study,5,napkin,60c93ed774816a2d8ebbf785
7202,60c93ed774816a2d8ebbf785,2,study,6,sage,60c93ed774816a2d8ebbf785
7203,60c93ed774816a2d8ebbf785,2,study,7,pill,60c93ed774816a2d8ebbf785
7204,60c93ed774816a2d8ebbf785,2,study,8,van,60c93ed774816a2d8ebbf785
7205,60c93ed774816a2d8ebbf785,2,study,9,ticket,60c93ed774816a2d8ebbf785
7206,60c93ed774816a2d8ebbf785,2,study,10,clip,60c93ed774816a2d8ebbf785
7207,60c93ed774816a2d8ebbf785,2,study,11,tulip,60c93ed774816a2d8ebbf785
7208,60c93ed774816a2d8ebbf785,2,study,12,tree,60c93ed774816a2d8ebbf785
7209,60c93ed774816a2d8ebbf785,2,study,13,cigar,60c93ed774816a2d8ebbf785
7210,60c93ed774816a2d8ebbf785,2,study,14,seahorse,60c93ed774816a2d8ebbf785
7211,60c93ed774816a2d8ebbf785,2,study,15,foot,60c93ed774816a2d8ebbf785
7212,60c93ed774816a2d8ebbf785,2,study,16,almond,60c93ed774816a2d8ebbf785
7213,60c93ed774816a2d8ebbf785,2,study,17,bank,60c93ed774816a2d8ebbf785
7214,60c93ed774816a2d8ebbf785,2,study,18,cherry,60c93ed774816a2d8ebbf785
7215,60c93ed774816a2d8ebbf785,2,study,19,man,60c93ed774816a2d8ebbf785
7216,60c93ed774816a2d8ebbf785,2,study,20,river,60c93ed774816a2d8ebbf785
7217,60c93ed774816a2d8ebbf785,2,study,21,oasis,60c93ed774816a2d8ebbf785
7218,60c93ed774816a2d8ebbf785,2,study,22,bed,60c93ed774816a2d8ebbf785
7219,60c93ed774816a2d8ebbf785,2,study,23,shell,60c93ed774816a2d8ebbf785
7220,60c93ed774816a2d8ebbf785,2,study,24,shield,60c93ed774816a2d8ebbf785
7221,60c93ed774816a2d8ebbf785,2,study,25,lemon,60c93ed774816a2d8ebbf785
7222,60c93ed774816a2d8ebbf785,2,study,26,vulture,60c93ed774816a2d8ebbf785
7223,60c93ed774816a2d8ebbf785,2,study,27,sky,60c93ed774816a2d8ebbf785
7224,60c93ed774816a2d8ebbf785,2,study,28,glacier,60c93ed774816a2d8ebbf785
7225,60c93ed774816a2d8ebbf785,2,study,29,soap,60c93ed774816a2d8ebbf785
7226,60c93ed774816a2d8ebbf785,2,study,30,cucumber,60c93ed774816a2d8ebbf785
7227,60c93ed774816a2d8ebbf785,2,study,31,brush,60c93ed774816a2d8ebbf785
7228,60c93ed774816a2d8ebbf785,2,study,32,hill,60c93ed774816a2d8ebbf785
7229,60c93ed774816a2d8ebbf785,2,study,33,aspen,60c93ed774816a2d8ebbf785
7230,60c93ed774816a2d8ebbf785,2,study,34,quarter,60c93ed774816a2d8ebbf785
7231,60c93ed774816a2d8ebbf785,2,study,35,mushroom,60c93ed774816a2d8ebbf785
7232,60c93ed774816a2d8ebbf785,2,study,36,scooter,60c93ed774816a2d8ebbf785
7233,60c93ed774816a2d8ebbf785,2,study,37,lipstick,60c93ed774816a2d8ebbf785
7234,60c93ed774816a2d8ebbf785,2,study,38,necklace,60c93ed774816a2d8ebbf785
7235,60c93ed774816a2d8ebbf785,2,study,39,lily,60c93ed774816a2d8ebbf785
7236,60c93ed774816a2d8ebbf785,2,study,40,hand,60c93ed774816a2d8ebbf785
7237,60c93ed774816a2d8ebbf785,2,study,41,tie,60c93ed774816a2d8ebbf785
7238,60c93ed774816a2d8ebbf785,2,study,42,kayak,60c93ed774816a2d8ebbf785
7239,60c93ed774816a2d8ebbf785,2,study,43,pool,60c93ed774816a2d8ebbf785
7240,60c93ed774816a2d8ebbf785,2,study,44,harmonica,60c93ed774816a2d8ebbf785
7241,60c93ed774816a2d8ebbf785,2,study,45,nickel,60c93ed774816a2d8ebbf785
7242,60c93ed774816a2d8ebbf785,2,study,46,snake,60c93ed774816a2d8ebbf785
7243,60c93ed774816a2d8ebbf785,2,study,47,forest,60c93ed774816a2d8ebbf785
7244,60c93ed774816a2d8ebbf785,2,study,48,planet,60c93ed774816a2d8ebbf785
7245,60c93ed774816a2d8ebbf785,2,study,49,penny,60c93ed774816a2d8ebbf785
7246,60c93ed774816a2d8ebbf785,2,study,50,cog,60c93ed774816a2d8ebbf785
7247,60c93ed774816a2d8ebbf785,2,study,51,deer,60c93ed774816a2d8ebbf785
7248,60c93ed774816a2d8ebbf785,2,study,52,leopard,60c93ed774816a2d8ebbf785
7249,60c93ed774816a2d8ebbf785,2,study,53,toenail,60c93ed774816a2d8ebbf785
7250,60c93ed774816a2d8ebbf785,2,study,54,cliff,60c93ed774816a2d8ebbf785
7251,60c93ed774816a2d8ebbf785,2,study,55,bike,60c93ed774816a2d8ebbf785
7252,60c93ed774816a2d8ebbf785,2,study,56,manatee,60c93ed774816a2d8ebbf785
7253,60c93ed774816a2d8ebbf785,2,recall,1,leopard,60c93ed774816a2d8ebbf785
7254,60c93ed774816a2d8ebbf785,2,recall,2,toenail,60c93ed774816a2d8ebbf785
7255,60c93ed774816a2d8ebbf785,2,recall,3,cliff,60c93ed774816a2d8ebbf785
7256,60c93ed774816a2d8ebbf785,2,recall,4,deer,60c93ed774816a2d8ebbf785
7257,60c93ed774816a2d8ebbf785,2,recall,5,cog,60c93ed774816a2d8ebbf785
7258,60c93ed774816a2d8ebbf785,2,recall,6,river,60c93ed774816a2d8ebbf785
7259,60c93ed774816a2d8ebbf785,2,recall,7,lake,60c93ed774816a2d8ebbf785
7260,60c93ed774816a2d8ebbf785,2,recall,8,leopard,60c93ed774816a2d8ebbf785
7261,60c93ed774816a2d8ebbf785,2,recall,9,planet,60c93ed774816a2d8ebbf785
7262,60c93ed774816a2d8ebbf785,2,recall,10,bat,60c93ed774816a2d8ebbf785
7263,60c93ed774816a2d8ebbf785,2,recall,11,tulip,60c93ed774816a2d8ebbf785
7264,60c93ed774816a2d8ebbf785,2,recall,12,pearl,60c93ed774816a2d8ebbf785
7265,60c93ed774816a2d8ebbf785,2,recall,13,oyster,60c93ed774816a2d8ebbf785
7266,60c93ed774816a2d8ebbf785,2,recall,14,pen,60c93ed774816a2d8ebbf785
7267,60c93ed774816a2d8ebbf785,2,recall,15,tree,60c93ed774816a2d8ebbf785
7268,60c93ed774816a2d8ebbf785,3,study,1,moose,60c93ed774816a2d8ebbf785
7269,60c93ed774816a2d8ebbf785,3,study,2,lamb,60c93ed774816a2d8ebbf785
7270,60c93ed774816a2d8ebbf785,3,study,3,mouse,60c93ed774816a2d8ebbf785
7271,60c93ed774816a2d8ebbf785,3,study,4,plate,60c93ed774816a2d8ebbf785
7272,60c93ed774816a2d8ebbf785,3,study,5,tiger,60c93ed774816a2d8ebbf785
7273,60c93ed774816a2d8ebbf785,3,study,6,easel,60c93ed774816a2d8ebbf785
7274,60c93ed774816a2d8ebbf785,3,study,7,broccoli,60c93ed774816a2d8ebbf785
7275,60c93ed774816a2d8ebbf785,3,study,8,mail,60c93ed774816a2d8ebbf785
7276,60c93ed774816a2d8ebbf785,3,study,9,bat,60c93ed774816a2d8ebbf785
7277,60c93ed774816a2d8ebbf785,3,study,10,tooth,60c93ed774816a2d8ebbf785
7278,60c93ed774816a2d8ebbf785,3,study,11,pen,60c93ed774816a2d8ebbf785
7279,60c93ed774816a2d8ebbf785,3,study,12,cart,60c93ed774816a2d8ebbf785
7280,60c93ed774816a2d8ebbf785,3,study,13,bus,60c93ed774816a2d8ebbf785
7281,60c93ed774816a2d8ebbf785,3,study,14,shed,60c93ed774816a2d8ebbf785
7282,60c93ed774816a2d8ebbf785,3,study,15,barn,60c93ed774816a2d8ebbf785
7283,60c93ed774816a2d8ebbf785,3,study,16,ladder,60c93ed774816a2d8ebbf785
7284,60c93ed774816a2d8ebbf785,3,study,17,snail,60c93ed774816a2d8ebbf785
7285,60c93ed774816a2d8ebbf785,3,study,18,chipmunk,60c93ed774816a2d8ebbf785
7286,60c93ed774816a2d8ebbf785,3,study,19,screw,60c93ed774816a2d8ebbf785
7287,60c93ed774816a2d8ebbf785,3,study,20,lime,60c93ed774816a2d8ebbf785
7288,60c93ed774816a2d8ebbf785,3,study,21,hound,60c93ed774816a2d8ebbf785
7289,60c93ed774816a2d8ebbf785,3,study,22,goggle,60c93ed774816a2d8ebbf785
7290,60c93ed774816a2d8ebbf785,3,study,23,skate,60c93ed774816a2d8ebbf785
7291,60c93ed774816a2d8ebbf785,3,study,24,wand,60c93ed774816a2d8ebbf785
7292,60c93ed774816a2d8ebbf785,3,study,25,slug,60c93ed774816a2d8ebbf785
7293,60c93ed774816a2d8ebbf785,3,study,26,match,60c93ed774816a2d8ebbf785
7294,60c93ed774816a2d8ebbf785,3,study,27,beak,60c93ed774816a2d8ebbf785
7295,60c93ed774816a2d8ebbf785,3,study,28,casino,60c93ed774816a2d8ebbf785
7296,60c93ed774816a2d8ebbf785,3,study,29,blackberry,60c93ed774816a2d8ebbf785
7297,60c93ed774816a2d8ebbf785,3,study,30,island,60c93ed774816a2d8ebbf785
7298,60c93ed774816a2d8ebbf785,3,study,31,rabbit,60c93ed774816a2d8ebbf785
7299,60c93ed774816a2d8ebbf785,3,study,32,hen,60c93ed774816a2d8ebbf785
7300,60c93ed774816a2d8ebbf785,3,study,33,yacht,60c93ed774816a2d8ebbf785
7301,60c93ed774816a2d8ebbf785,3,study,34,rhino,60c93ed774816a2d8ebbf785
7302,60c93ed774816a2d8ebbf785,3,study,35,mesa,60c93ed774816a2d8ebbf785
7303,60c93ed774816a2d8ebbf785,3,study,36,wolf,60c93ed774816a2d8ebbf785
7304,60c93ed774816a2d8ebbf785,3,study,37,bench,60c93ed774816a2d8ebbf785
7305,60c93ed774816a2d8ebbf785,3,study,38,fridge,60c93ed774816a2d8ebbf785
7306,60c93ed774816a2d8ebbf785,3,study,39,woman,60c93ed774816a2d8ebbf785
7307,60c93ed774816a2d8ebbf785,3,study,40,sheet,60c93ed774816a2d8ebbf785
7308,60c93ed774816a2d8ebbf785,3,study,41,mitten,60c93ed774816a2d8ebbf785
7309,60c93ed774816a2d8ebbf785,3,study,42,crown,60c93ed774816a2d8ebbf785
7310,60c93ed774816a2d8ebbf785,3,study,43,mug,60c93ed774816a2d8ebbf785
7311,60c93ed774816a2d8ebbf785,3,study,44,hornet,60c93ed774816a2d8ebbf785
7312,60c93ed774816a2d8ebbf785,3,study,45,turkey,60c93ed774816a2d8ebbf785
7313,60c93ed774816a2d8ebbf785,3,study,46,shovel,60c93ed774816a2d8ebbf785
7314,60c93ed774816a2d8ebbf785,3,study,47,emu,60c93ed774816a2d8ebbf785
7315,60c93ed774816a2d8ebbf785,3,study,48,fence,60c93ed774816a2d8ebbf785
7316,60c93ed774816a2d8ebbf785,3,study,49,chimp,60c93ed774816a2d8ebbf785
7317,60c93ed774816a2d8ebbf785,3,study,50,dice,60c93ed774816a2d8ebbf785
7318,60c93ed774816a2d8ebbf785,3,study,51,donkey,60c93ed774816a2d8ebbf785
7319,60c93ed774816a2d8ebbf785,3,study,52,cigarette,60c93ed774816a2d8ebbf785
7320,60c93ed774816a2d8ebbf785,3,study,53,castle,60c93ed774816a2d8ebbf785
7321,60c93ed774816a2d8ebbf785,3,study,54,tundra,60c93ed774816a2d8ebbf785
7322,60c93ed774816a2d8ebbf785,3,study,55,dollar,60c93ed774816a2d8ebbf785
7323,60c93ed774816a2d8ebbf785,3,study,56,burger,60c93ed774816a2d8ebbf785
7324,60c93ed774816a2d8ebbf785,3,recall,1,tundra,60c93ed774816a2d8ebbf785
7325,60c93ed774816a2d8ebbf785,3,recall,2,leopard,60c93ed774816a2d8ebbf785
7326,60c93ed774816a2d8ebbf785,3,recall,3,pen,60c93ed774816a2d8ebbf785
7327,60c93ed774816a2d8ebbf785,3,recall,4,cart,60c93ed774816a2d8ebbf785
7328,60c93ed774816a2d8ebbf785,3,recall,5,ladder,60c93ed774816a2d8ebbf785
7329,60c93ed774816a2d8ebbf785,3,recall,6,chimp,60c93ed774816a2d8ebbf785
7330,60c93ed774816a2d8ebbf785,3,recall,7,snail,60c93ed774816a2d8ebbf785
7331,60c93ed774816a2d8ebbf785,3,recall,8,emu,60c93ed774816a2d8ebbf785
7332,60c93ed774816a2d8ebbf785,3,recall,9,bed,60c93ed774816a2d8ebbf785
7333,60c93ed774816a2d8ebbf785,3,recall,10,rhino,60c93ed774816a2d8ebbf785
7334,60c93ed774816a2d8ebbf785,3,recall,11,shoe,60c93ed774816a2d8ebbf785
7335,60c93ed774816a2d8ebbf785,3,recall,12,ferry,60c93ed774816a2d8ebbf785
7336,60c93ed774816a2d8ebbf785,3,recall,13,deer,60c93ed774816a2d8ebbf785
7337,60c93ed774816a2d8ebbf785,3,recall,14,lock,60c93ed774816a2d8ebbf785
7338,60c93ed774816a2d8ebbf785,3,recall,15,pear,60c93ed774816a2d8ebbf785
7339,60c93ed774816a2d8ebbf785,3,recall,16,car,60c93ed774816a2d8ebbf785
7340,60c93ed774816a2d8ebbf785,4,study,1,car,60c93ed774816a2d8ebbf785
7341,60c93ed774816a2d8ebbf785,4,study,2,city,60c93ed774816a2d8ebbf785
7342,60c93ed774816a2d8ebbf785,4,study,3,oak,60c93ed774816a2d8ebbf785
7343,60c93ed774816a2d8ebbf785,4,study,4,flea,60c93ed774816a2d8ebbf785
7344,60c93ed774816a2d8ebbf785,4,study,5,hose,60c93ed774816a2d8ebbf785
7345,60c93ed774816a2d8ebbf785,4,study,6,sleigh,60c93ed774816a2d8ebbf785
7346,60c93ed774816a2d8ebbf785,4,study,7,horse,60c93ed774816a2d8ebbf785
7347,60c93ed774816a2d8ebbf785,4,study,8,axe,60c93ed774816a2d8ebbf785
7348,60c93ed774816a2d8ebbf785,4,study,9,bath,60c93ed774816a2d8ebbf785
7349,60c93ed774816a2d8ebbf785,4,study,10,jar,60c93ed774816a2d8ebbf785
7350,60c93ed774816a2d8ebbf785,4,study,11,couch,60c93ed774816a2d8ebbf785
7351,60c93ed774816a2d8ebbf785,4,study,12,rattle,60c93ed774816a2d8ebbf785
7352,60c93ed774816a2d8ebbf785,4,study,13,dime,60c93ed774816a2d8ebbf785
7353,60c93ed774816a2d8ebbf785,4,study,14,hospital,60c93ed774816a2d8ebbf785
7354,60c93ed774816a2d8ebbf785,4,study,15,sticker,60c93ed774816a2d8ebbf785
7355,60c93ed774816a2d8ebbf785,4,study,16,glove,60c93ed774816a2d8ebbf785
7356,60c93ed774816a2d8ebbf785,4,study,17,seat,60c93ed774816a2d8ebbf785
7357,60c93ed774816a2d8ebbf785,4,study,18,sword,60c93ed774816a2d8ebbf785
7358,60c93ed774816a2d8ebbf785,4,study,19,labrador,60c93ed774816a2d8ebbf785
7359,60c93ed774816a2d8ebbf785,4,study,20,onion,60c93ed774816a2d8ebbf785
7360,60c93ed774816a2d8ebbf785,4,study,21,dolphin,60c93ed774816a2d8ebbf785
7361,60c93ed774816a2d8ebbf785,4,study,22,canoe,60c93ed774816a2d8ebbf785
7362,60c93ed774816a2d8ebbf785,4,study,23,note,60c93ed774816a2d8ebbf785
