,subject,list,trial_type,position,item,sona_id
51,5ac4c730f69e940001d977e1,1,study,52,factory,5ac4c730f69e940001d977e1
52,5ac4c730f69e940001d977e1,1,study,53,hill,5ac4c730f69e940001d977e1
53,5ac4c730f69e940001d977e1,1,study,54,asparagus,5ac4c730f69e940001d977e1
54,5ac4c730f69e940001d977e1,1,study,55,broom,5ac4c730f69e940001d977e1
55,5ac4c730f69e940001d977e1,1,study,56,cookie,5ac4c730f69e940001d977e1
56,5ac4c730f69e940001d977e1,1,recall,1,broom,5ac4c730f69e940001d977e1
57,5ac4c730f69e940001d977e1,1,recall,2,taco,5ac4c730f69e940001d977e1
58,5ac4c730f69e940001d977e1,1,recall,3,hill,5ac4c730f69e940001d977e1
59,5ac4c730f69e940001d977e1,1,recall,4,eel,5ac4c730f69e940001d977e1
60,5ac4c730f69e940001d977e1,1,recall,5,lake,5ac4c730f69e940001d977e1
61,5ac4c730f69e940001d977e1,1,recall,6,hand,5ac4c730f69e940001d977e1
62,5ac4c730f69e940001d977e1,1,recall,7,toe,5ac4c730f69e940001d977e1
63,5ac4c730f69e940001d977e1,1,recall,8,factory,5ac4c730f69e940001d977e1
64,5ac4c730f69e940001d977e1,2,study,1,plum,5ac4c730f69e940001d977e1
65,5ac4c730f69e940001d977e1,2,study,2,bear,5ac4c730f69e940001d977e1
66,5ac4c730f69e940001d977e1,2,study,3,island,5ac4c730f69e940001d977e1
67,5ac4c730f69e940001d977e1,2,study,4,corn,5ac4c730f69e940001d977e1
68,5ac4c730f69e940001d977e1,2,study,5,stool,5ac4c730f69e940001d977e1
69,5ac4c730f69e940001d977e1,2,study,6,bridge,5ac4c730f69e940001d977e1
70,5ac4c730f69e940001d977e1,2,study,7,boot,5ac4c730f69e940001d977e1
71,5ac4c730f69e940001d977e1,2,study,8,floor,5ac4c730f69e940001d977e1
72,5ac4c730f69e940001d977e1,2,study,9,shell,5ac4c730f69e940001d977e1
73,5ac4c730f69e940001d977e1,2,study,10,shark,5ac4c730f69e940001d977e1
74,5ac4c730f69e940001d977e1,2,study,11,star,5ac4c730f69e940001d977e1
75,5ac4c730f69e940001d977e1,2,study,12,pond,5ac4c730f69e940001d977e1
76,5ac4c730f69e940001d977e1,2,study,13,wasp,5ac4c730f69e940001d977e1
77,5ac4c730f69e940001d977e1,2,study,14,table,5ac4c730f69e940001d977e1
78,5ac4c730f69e940001d977e1,2,study,15,room,5ac4c730f69e940001d977e1
79,5ac4c730f69e940001d977e1,2,study,16,ship,5ac4c730f69e940001d977e1
80,5ac4c730f69e940001d977e1,2,study,17,pelican,5ac4c730f69e940001d977e1
81,5ac4c730f69e940001d977e1,2,study,18,sea,5ac4c730f69e940001d977e1
82,5ac4c730f69e940001d977e1,2,study,19,shed,5ac4c730f69e940001d977e1
83,5ac4c730f69e940001d977e1,2,study,20,tulip,5ac4c730f69e940001d977e1
84,5ac4c730f69e940001d977e1,2,study,21,lamb,5ac4c730f69e940001d977e1
85,5ac4c730f69e940001d977e1,2,study,22,ferry,5ac4c730f69e940001d977e1
86,5ac4c730f69e940001d977e1,2,study,23,canoe,5ac4c730f69e940001d977e1
87,5ac4c730f69e940001d977e1,2,study,24,store,5ac4c730f69e940001d977e1
88,5ac4c730f69e940001d977e1,2,study,25,bun,5ac4c730f69e940001d977e1
89,5ac4c730f69e940001d977e1,2,study,26,jar,5ac4c730f69e940001d977e1
90,5ac4c730f69e940001d977e1,2,study,27,oyster,5ac4c730f69e940001d977e1
91,5ac4c730f69e940001d977e1,2,study,28,pin,5ac4c730f69e940001d977e1
92,5ac4c730f69e940001d977e1,2,study,29,chalk,5ac4c730f69e940001d977e1
93,5ac4c730f69e940001d977e1,2,study,30,chin,5ac4c730f69e940001d977e1
94,5ac4c730f69e940001d977e1,2,study,31,spoon,5ac4c730f69e940001d977e1
95,5ac4c730f69e940001d977e1,2,study,32,llama,5ac4c730f69e940001d977e1
96,5ac4c730f69e940001d977e1,2,study,33,blackberry,5ac4c730f69e940001d977e1
97,5ac4c730f69e940001d977e1,2,study,34,crow,5ac4c730f69e940001d977e1
98,5ac4c730f69e940001d977e1,2,study,35,sky,5ac4c730f69e940001d977e1
99,5ac4c730f69e940001d977e1,2,study,36,mountain,5ac4c730f69e940001d977e1
100,5ac4c730f69e940001d977e1,2,study,37,bench,5ac4c730f69e940001d977e1
101,5ac4c730f69e940001d977e1,2,study,38,pumpkin,5ac4c730f69e940001d977e1
102,5ac4c730f69e940001d977e1,2,study,39,mail,5ac4c730f69e940001d977e1
103,5ac4c730f69e940001d977e1,2,study,40,sword,5ac4c730f69e940001d977e1
104,5ac4c730f69e940001d977e1,2,study,41,bank,5ac4c730f69e940001d977e1
105,5ac4c730f69e940001d977e1,2,study,42,mussel,5ac4c730f69e940001d977e1
106,5ac4c730f69e940001d977e1,2,study,43,escalator,5ac4c730f69e940001d977e1
107,5ac4c730f69e940001d977e1,2,study,44,vulture,5ac4c730f69e940001d977e1
108,5ac4c730f69e940001d977e1,2,study,45,chimp,5ac4c730f69e940001d977e1
109,5ac4c730f69e940001d977e1,2,study,46,grapefruit,5ac4c730f69e940001d977e1
110,5ac4c730f69e940001d977e1,2,study,47,slipper,5ac4c730f69e940001d977e1
111,5ac4c730f69e940001d977e1,2,study,48,tundra,5ac4c730f69e940001d977e1
112,5ac4c730f69e940001d977e1,2,study,49,cup,5ac4c730f69e940001d977e1
113,5ac4c730f69e940001d977e1,2,study,50,whistle,5ac4c730f69e940001d977e1
114,5ac4c730f69e940001d977e1,2,study,51,tiger,5ac4c730f69e940001d977e1
115,5ac4c730f69e940001d977e1,2,study,52,axe,5ac4c730f69e940001d977e1
116,5ac4c730f69e940001d977e1,2,study,53,foot,5ac4c730f69e940001d977e1
117,5ac4c730f69e940001d977e1,2,study,54,sheep,5ac4c730f69e940001d977e1
118,5ac4c730f69e940001d977e1,2,study,55,pub,5ac4c730f69e940001d977e1
119,5ac4c730f69e940001d977e1,2,study,56,door,5ac4c730f69e940001d977e1
120,5ac4c730f69e940001d977e1,2,recall,1,mountain,5ac4c730f69e940001d977e1
121,5ac4c730f69e940001d977e1,2,recall,2,book,5ac4c730f69e940001d977e1
122,5ac4c730f69e940001d977e1,2,recall,3,sheep,5ac4c730f69e940001d977e1
123,5ac4c730f69e940001d977e1,2,recall,4,barn,5ac4c730f69e940001d977e1
124,5ac4c730f69e940001d977e1,3,study,1,harmonica,5ac4c730f69e940001d977e1
125,5ac4c730f69e940001d977e1,3,study,2,truck,5ac4c730f69e940001d977e1
126,5ac4c730f69e940001d977e1,3,study,3,book,5ac4c730f69e940001d977e1
127,5ac4c730f69e940001d977e1,3,study,4,match,5ac4c730f69e940001d977e1
128,5ac4c730f69e940001d977e1,3,study,5,tank,5ac4c730f69e940001d977e1
129,5ac4c730f69e940001d977e1,3,study,6,hangar,5ac4c730f69e940001d977e1
130,5ac4c730f69e940001d977e1,3,study,7,eraser,5ac4c730f69e940001d977e1
131,5ac4c730f69e940001d977e1,3,study,8,cashew,5ac4c730f69e940001d977e1
132,5ac4c730f69e940001d977e1,3,study,9,ski,5ac4c730f69e940001d977e1
133,5ac4c730f69e940001d977e1,3,study,10,casino,5ac4c730f69e940001d977e1
134,5ac4c730f69e940001d977e1,3,study,11,hammer,5ac4c730f69e940001d977e1
135,5ac4c730f69e940001d977e1,3,study,12,flea,5ac4c730f69e940001d977e1
136,5ac4c730f69e940001d977e1,3,study,13,glacier,5ac4c730f69e940001d977e1
137,5ac4c730f69e940001d977e1,3,study,14,wolf,5ac4c730f69e940001d977e1
138,5ac4c730f69e940001d977e1,3,study,15,pearl,5ac4c730f69e940001d977e1
139,5ac4c730f69e940001d977e1,3,study,16,tree,5ac4c730f69e940001d977e1
140,5ac4c730f69e940001d977e1,3,study,17,swamp,5ac4c730f69e940001d977e1
141,5ac4c730f69e940001d977e1,3,study,18,hyena,5ac4c730f69e940001d977e1
142,5ac4c730f69e940001d977e1,3,study,19,seed,5ac4c730f69e940001d977e1
143,5ac4c730f69e940001d977e1,3,study,20,badge,5ac4c730f69e940001d977e1
144,5ac4c730f69e940001d977e1,3,study,21,thumb,5ac4c730f69e940001d977e1
145,5ac4c730f69e940001d977e1,3,study,22,flute,5ac4c730f69e940001d977e1
146,5ac4c730f69e940001d977e1,3,study,23,tomato,5ac4c730f69e940001d977e1
147,5ac4c730f69e940001d977e1,3,study,24,father,5ac4c730f69e940001d977e1
148,5ac4c730f69e940001d977e1,3,study,25,cart,5ac4c730f69e940001d977e1
149,5ac4c730f69e940001d977e1,3,study,26,sandal,5ac4c730f69e940001d977e1
150,5ac4c730f69e940001d977e1,3,study,27,jukebox,5ac4c730f69e940001d977e1
151,5ac4c730f69e940001d977e1,3,study,28,mesa,5ac4c730f69e940001d977e1
152,5ac4c730f69e940001d977e1,3,study,29,knife,5ac4c730f69e940001d977e1
153,5ac4c730f69e940001d977e1,3,study,30,emu,5ac4c730f69e940001d977e1
154,5ac4c730f69e940001d977e1,3,study,31,building,5ac4c730f69e940001d977e1
155,5ac4c730f69e940001d977e1,3,study,32,sleigh,5ac4c730f69e940001d977e1
156,5ac4c730f69e940001d977e1,3,study,33,crab,5ac4c730f69e940001d977e1
157,5ac4c730f69e940001d977e1,3,study,34,mule,5ac4c730f69e940001d977e1
158,5ac4c730f69e940001d977e1,3,study,35,barn,5ac4c730f69e940001d977e1
159,5ac4c730f69e940001d977e1,3,study,36,panda,5ac4c730f69e940001d977e1
160,5ac4c730f69e940001d977e1,3,study,37,rattle,5ac4c730f69e940001d977e1
161,5ac4c730f69e940001d977e1,3,study,38,scooter,5ac4c730f69e940001d977e1
162,5ac4c730f69e940001d977e1,3,study,39,dice,5ac4c730f69e940001d977e1
163,5ac4c730f69e940001d977e1,3,study,40,lip,5ac4c730f69e940001d977e1
164,5ac4c730f69e940001d977e1,3,study,41,bee,5ac4c730f69e940001d977e1
165,5ac4c730f69e940001d977e1,3,study,42,cog,5ac4c730f69e940001d977e1
166,5ac4c730f69e940001d977e1,3,study,43,brush,5ac4c730f69e940001d977e1
167,5ac4c730f69e940001d977e1,3,study,44,pig,5ac4c730f69e940001d977e1
168,5ac4c730f69e940001d977e1,3,study,45,car,5ac4c730f69e940001d977e1
169,5ac4c730f69e940001d977e1,3,study,46,quarter,5ac4c730f69e940001d977e1
170,5ac4c730f69e940001d977e1,3,study,47,ostrich,5ac4c730f69e940001d977e1
171,5ac4c730f69e940001d977e1,3,study,48,ladder,5ac4c730f69e940001d977e1
172,5ac4c730f69e940001d977e1,3,study,49,mushroom,5ac4c730f69e940001d977e1
173,5ac4c730f69e940001d977e1,3,study,50,shoe,5ac4c730f69e940001d977e1
174,5ac4c730f69e940001d977e1,3,study,51,beet,5ac4c730f69e940001d977e1
175,5ac4c730f69e940001d977e1,3,study,52,phone,5ac4c730f69e940001d977e1
176,5ac4c730f69e940001d977e1,3,study,53,pier,5ac4c730f69e940001d977e1
177,5ac4c730f69e940001d977e1,3,study,54,broccoli,5ac4c730f69e940001d977e1
178,5ac4c730f69e940001d977e1,3,study,55,skate,5ac4c730f69e940001d977e1
179,5ac4c730f69e940001d977e1,3,study,56,hospital,5ac4c730f69e940001d977e1
180,5ac4c730f69e940001d977e1,3,recall,1,book,5ac4c730f69e940001d977e1
181,5ac4c730f69e940001d977e1,3,recall,2,building,5ac4c730f69e940001d977e1
182,5ac4c730f69e940001d977e1,3,recall,3,skate,5ac4c730f69e940001d977e1
183,5ac4c730f69e940001d977e1,3,recall,4,tank,5ac4c730f69e940001d977e1
184,5ac4c730f69e940001d977e1,3,recall,5,cashew,5ac4c730f69e940001d977e1
185,5ac4c730f69e940001d977e1,3,recall,6,cloud,5ac4c730f69e940001d977e1
186,5ac4c730f69e940001d977e1,3,recall,7,glass,5ac4c730f69e940001d977e1
187,5ac4c730f69e940001d977e1,4,study,1,drawer,5ac4c730f69e940001d977e1
188,5ac4c730f69e940001d977e1,4,study,2,land,5ac4c730f69e940001d977e1
189,5ac4c730f69e940001d977e1,4,study,3,sail,5ac4c730f69e940001d977e1
190,5ac4c730f69e940001d977e1,4,study,4,flamingo,5ac4c730f69e940001d977e1
191,5ac4c730f69e940001d977e1,4,study,5,gerbil,5ac4c730f69e940001d977e1
192,5ac4c730f69e940001d977e1,4,study,6,beak,5ac4c730f69e940001d977e1
193,5ac4c730f69e940001d977e1,4,study,7,mitten,5ac4c730f69e940001d977e1
194,5ac4c730f69e940001d977e1,4,study,8,stairs,5ac4c730f69e940001d977e1
195,5ac4c730f69e940001d977e1,4,study,9,tornado,5ac4c730f69e940001d977e1
196,5ac4c730f69e940001d977e1,4,study,10,coffin,5ac4c730f69e940001d977e1
197,5ac4c730f69e940001d977e1,4,study,11,cucumber,5ac4c730f69e940001d977e1
198,5ac4c730f69e940001d977e1,4,study,12,lipstick,5ac4c730f69e940001d977e1
199,5ac4c730f69e940001d977e1,4,study,13,jail,5ac4c730f69e940001d977e1
200,5ac4c730f69e940001d977e1,4,study,14,glove,5ac4c730f69e940001d977e1
201,5ac4c730f69e940001d977e1,4,study,15,carrot,5ac4c730f69e940001d977e1
202,5ac4c730f69e940001d977e1,4,study,16,planet,5ac4c730f69e940001d977e1
203,5ac4c730f69e940001d977e1,4,study,17,beach,5ac4c730f69e940001d977e1
204,5ac4c730f69e940001d977e1,4,study,18,glasses,5ac4c730f69e940001d977e1
205,5ac4c730f69e940001d977e1,4,study,19,meadow,5ac4c730f69e940001d977e1
206,5ac4c730f69e940001d977e1,4,study,20,maze,5ac4c730f69e940001d977e1
207,5ac4c730f69e940001d977e1,4,study,21,coin,5ac4c730f69e940001d977e1
208,5ac4c730f69e940001d977e1,4,study,22,city,5ac4c730f69e940001d977e1
209,5ac4c730f69e940001d977e1,4,study,23,kayak,5ac4c730f69e940001d977e1
210,5ac4c730f69e940001d977e1,4,study,24,hound,5ac4c730f69e940001d977e1
211,5ac4c730f69e940001d977e1,4,study,25,aspen,5ac4c730f69e940001d977e1
212,5ac4c730f69e940001d977e1,4,study,26,seat,5ac4c730f69e940001d977e1
213,5ac4c730f69e940001d977e1,4,study,27,purse,5ac4c730f69e940001d977e1
214,5ac4c730f69e940001d977e1,4,study,28,acorn,5ac4c730f69e940001d977e1
215,5ac4c730f69e940001d977e1,4,study,29,laptop,5ac4c730f69e940001d977e1
216,5ac4c730f69e940001d977e1,4,study,30,cheetah,5ac4c730f69e940001d977e1
217,5ac4c730f69e940001d977e1,4,study,31,highway,5ac4c730f69e940001d977e1
218,5ac4c730f69e940001d977e1,4,study,32,turkey,5ac4c730f69e940001d977e1
219,5ac4c730f69e940001d977e1,4,study,33,mall,5ac4c730f69e940001d977e1
220,5ac4c730f69e940001d977e1,4,study,34,fort,5ac4c730f69e940001d977e1
221,5ac4c730f69e940001d977e1,4,study,35,sheet,5ac4c730f69e940001d977e1
222,5ac4c730f69e940001d977e1,4,study,36,canyon,5ac4c730f69e940001d977e1
223,5ac4c730f69e940001d977e1,4,study,37,pepper,5ac4c730f69e940001d977e1
224,5ac4c730f69e940001d977e1,4,study,38,mite,5ac4c730f69e940001d977e1
225,5ac4c730f69e940001d977e1,4,study,39,bike,5ac4c730f69e940001d977e1
226,5ac4c730f69e940001d977e1,4,study,40,burger,5ac4c730f69e940001d977e1
227,5ac4c730f69e940001d977e1,4,study,41,bull,5ac4c730f69e940001d977e1
228,5ac4c730f69e940001d977e1,4,study,42,dock,5ac4c730f69e940001d977e1
229,5ac4c730f69e940001d977e1,4,study,43,ark,5ac4c730f69e940001d977e1
230,5ac4c730f69e940001d977e1,4,study,44,ticket,5ac4c730f69e940001d977e1
231,5ac4c730f69e940001d977e1,4,study,45,onion,5ac4c730f69e940001d977e1
232,5ac4c730f69e940001d977e1,4,study,46,rat,5ac4c730f69e940001d977e1
233,5ac4c730f69e940001d977e1,4,study,47,peach,5ac4c730f69e940001d977e1
234,5ac4c730f69e940001d977e1,4,study,48,ant,5ac4c730f69e940001d977e1
235,5ac4c730f69e940001d977e1,4,study,49,hornet,5ac4c730f69e940001d977e1
236,5ac4c730f69e940001d977e1,4,study,50,jeep,5ac4c730f69e940001d977e1
237,5ac4c730f69e940001d977e1,4,study,51,fox,5ac4c730f69e940001d977e1
238,5ac4c730f69e940001d977e1,4,study,52,string,5ac4c730f69e940001d977e1
239,5ac4c730f69e940001d977e1,4,study,53,lion,5ac4c730f69e940001d977e1
240,5ac4c730f69e940001d977e1,4,study,54,oak,5ac4c730f69e940001d977e1
241,5ac4c730f69e940001d977e1,4,study,55,hotdog,5ac4c730f69e940001d977e1
242,5ac4c730f69e940001d977e1,4,study,56,daisy,5ac4c730f69e940001d977e1
243,5ac4c730f69e940001d977e1,4,recall,1,oak,5ac4c730f69e940001d977e1
244,5ac4c730f69e940001d977e1,4,recall,2,hotdog,5ac4c730f69e940001d977e1
245,5ac4c730f69e940001d977e1,4,recall,3,bike,5ac4c730f69e940001d977e1
246,5ac4c730f69e940001d977e1,4,recall,4,hound,5ac4c730f69e940001d977e1
247,5ac4c730f69e940001d977e1,4,recall,5,stairs,5ac4c730f69e940001d977e1
248,5ac4c730f69e940001d977e1,4,recall,6,city,5ac4c730f69e940001d977e1
0,5b23d0784fb0d40001e95407,1,study,1,sheet,5b23d0784fb0d40001e95407
1,5b23d0784fb0d40001e95407,1,study,2,maze,5b23d0784fb0d40001e95407
2,5b23d0784fb0d40001e95407,1,study,3,tape,5b23d0784fb0d40001e95407
3,5b23d0784fb0d40001e95407,1,study,4,badge,5b23d0784fb0d40001e95407
4,5b23d0784fb0d40001e95407,1,study,5,coffin,5b23d0784fb0d40001e95407
5,5b23d0784fb0d40001e95407,1,study,6,cow,5b23d0784fb0d40001e95407
6,5b23d0784fb0d40001e95407,1,study,7,seal,5b23d0784fb0d40001e95407
7,5b23d0784fb0d40001e95407,1,study,8,moon,5b23d0784fb0d40001e95407
8,5b23d0784fb0d40001e95407,1,study,9,shark,5b23d0784fb0d40001e95407
9,5b23d0784fb0d40001e95407,1,study,10,safe,5b23d0784fb0d40001e95407
10,5b23d0784fb0d40001e95407,1,study,11,note,5b23d0784fb0d40001e95407
11,5b23d0784fb0d40001e95407,1,study,12,headphones,5b23d0784fb0d40001e95407
12,5b23d0784fb0d40001e95407,1,study,13,canoe,5b23d0784fb0d40001e95407
13,5b23d0784fb0d40001e95407,1,study,14,daisy,5b23d0784fb0d40001e95407
14,5b23d0784fb0d40001e95407,1,study,15,mango,5b23d0784fb0d40001e95407
15,5b23d0784fb0d40001e95407,1,study,16,spoon,5b23d0784fb0d40001e95407
16,5b23d0784fb0d40001e95407,1,study,17,pumpkin,5b23d0784fb0d40001e95407
17,5b23d0784fb0d40001e95407,1,study,18,bus,5b23d0784fb0d40001e95407
18,5b23d0784fb0d40001e95407,1,study,19,napkin,5b23d0784fb0d40001e95407
19,5b23d0784fb0d40001e95407,1,study,20,laptop,5b23d0784fb0d40001e95407
20,5b23d0784fb0d40001e95407,1,study,21,easel,5b23d0784fb0d40001e95407
21,5b23d0784fb0d40001e95407,1,study,22,dollar,5b23d0784fb0d40001e95407
22,5b23d0784fb0d40001e95407,1,study,23,ship,5b23d0784fb0d40001e95407
23,5b23d0784fb0d40001e95407,1,study,24,acorn,5b23d0784fb0d40001e95407
24,5b23d0784fb0d40001e95407,1,study,25,kangaroo,5b23d0784fb0d40001e95407
25,5b23d0784fb0d40001e95407,1,study,26,shed,5b23d0784fb0d40001e95407
26,5b23d0784fb0d40001e95407,1,study,27,clam,5b23d0784fb0d40001e95407
27,5b23d0784fb0d40001e95407,1,study,28,pigeon,5b23d0784fb0d40001e95407
28,5b23d0784fb0d40001e95407,1,study,29,bear,5b23d0784fb0d40001e95407
29,5b23d0784fb0d40001e95407,1,study,30,bed,5b23d0784fb0d40001e95407
30,5b23d0784fb0d40001e95407,1,study,31,oyster,5b23d0784fb0d40001e95407
31,5b23d0784fb0d40001e95407,1,study,32,emu,5b23d0784fb0d40001e95407
32,5b23d0784fb0d40001e95407,1,study,33,ant,5b23d0784fb0d40001e95407
33,5b23d0784fb0d40001e95407,1,study,34,man,5b23d0784fb0d40001e95407
34,5b23d0784fb0d40001e95407,1,study,35,glass,5b23d0784fb0d40001e95407
35,5b23d0784fb0d40001e95407,1,study,36,giraffe,5b23d0784fb0d40001e95407
36,5b23d0784fb0d40001e95407,1,study,37,jar,5b23d0784fb0d40001e95407
37,5b23d0784fb0d40001e95407,1,study,38,father,5b23d0784fb0d40001e95407
38,5b23d0784fb0d40001e95407,1,study,39,cheek,5b23d0784fb0d40001e95407
39,5b23d0784fb0d40001e95407,1,study,40,goose,5b23d0784fb0d40001e95407
40,5b23d0784fb0d40001e95407,1,study,41,tank,5b23d0784fb0d40001e95407
41,5b23d0784fb0d40001e95407,1,study,42,lamb,5b23d0784fb0d40001e95407
42,5b23d0784fb0d40001e95407,1,study,43,hound,5b23d0784fb0d40001e95407
43,5b23d0784fb0d40001e95407,1,study,44,kayak,5b23d0784fb0d40001e95407
44,5b23d0784fb0d40001e95407,1,study,45,trowel,5b23d0784fb0d40001e95407
45,5b23d0784fb0d40001e95407,1,study,46,cigar,5b23d0784fb0d40001e95407
46,5b23d0784fb0d40001e95407,1,study,47,orca,5b23d0784fb0d40001e95407
47,5b23d0784fb0d40001e95407,1,study,48,camel,5b23d0784fb0d40001e95407
48,5b23d0784fb0d40001e95407,1,study,49,corn,5b23d0784fb0d40001e95407
49,5b23d0784fb0d40001e95407,1,study,50,cart,5b23d0784fb0d40001e95407
50,5b23d0784fb0d40001e95407,1,study,51,bison,5b23d0784fb0d40001e95407
51,5b23d0784fb0d40001e95407,1,study,52,board,5b23d0784fb0d40001e95407
52,5b23d0784fb0d40001e95407,1,study,53,rhino,5b23d0784fb0d40001e95407
53,5b23d0784fb0d40001e95407,1,study,54,escalator,5b23d0784fb0d40001e95407
54,5b23d0784fb0d40001e95407,1,study,55,asparagus,5b23d0784fb0d40001e95407
55,5b23d0784fb0d40001e95407,1,study,56,knife,5b23d0784fb0d40001e95407
56,5b23d0784fb0d40001e95407,1,recall,1,camel,5b23d0784fb0d40001e95407
57,5b23d0784fb0d40001e95407,1,recall,2,orca,5b23d0784fb0d40001e95407
58,5b23d0784fb0d40001e95407,1,recall,3,knife,5b23d0784fb0d40001e95407
59,5b23d0784fb0d40001e95407,1,recall,4,father,5b23d0784fb0d40001e95407
60,5b23d0784fb0d40001e95407,1,recall,5,cheek,5b23d0784fb0d40001e95407
61,5b23d0784fb0d40001e95407,1,recall,6,clam,5b23d0784fb0d40001e95407
62,5b23d0784fb0d40001e95407,1,recall,7,napkin,5b23d0784fb0d40001e95407
63,5b23d0784fb0d40001e95407,1,recall,8,moon,5b23d0784fb0d40001e95407
64,5b23d0784fb0d40001e95407,1,recall,9,goose,5b23d0784fb0d40001e95407
65,5b23d0784fb0d40001e95407,1,recall,10,emu,5b23d0784fb0d40001e95407
66,5b23d0784fb0d40001e95407,1,recall,11,tank,5b23d0784fb0d40001e95407
67,5b23d0784fb0d40001e95407,1,recall,12,ostrich,5b23d0784fb0d40001e95407
68,5b23d0784fb0d40001e95407,2,study,1,dock,5b23d0784fb0d40001e95407
69,5b23d0784fb0d40001e95407,2,study,2,finch,5b23d0784fb0d40001e95407
70,5b23d0784fb0d40001e95407,2,study,3,mesa,5b23d0784fb0d40001e95407
71,5b23d0784fb0d40001e95407,2,study,4,store,5b23d0784fb0d40001e95407
72,5b23d0784fb0d40001e95407,2,study,5,wasp,5b23d0784fb0d40001e95407
73,5b23d0784fb0d40001e95407,2,study,6,throne,5b23d0784fb0d40001e95407
74,5b23d0784fb0d40001e95407,2,study,7,chalk,5b23d0784fb0d40001e95407
75,5b23d0784fb0d40001e95407,2,study,8,cliff,5b23d0784fb0d40001e95407
76,5b23d0784fb0d40001e95407,2,study,9,rabbit,5b23d0784fb0d40001e95407
77,5b23d0784fb0d40001e95407,2,study,10,slug,5b23d0784fb0d40001e95407
78,5b23d0784fb0d40001e95407,2,study,11,vulture,5b23d0784fb0d40001e95407
79,5b23d0784fb0d40001e95407,2,study,12,peach,5b23d0784fb0d40001e95407
80,5b23d0784fb0d40001e95407,2,study,13,raft,5b23d0784fb0d40001e95407
81,5b23d0784fb0d40001e95407,2,study,14,shovel,5b23d0784fb0d40001e95407
82,5b23d0784fb0d40001e95407,2,study,15,leopard,5b23d0784fb0d40001e95407
83,5b23d0784fb0d40001e95407,2,study,16,ladder,5b23d0784fb0d40001e95407
84,5b23d0784fb0d40001e95407,2,study,17,cigarette,5b23d0784fb0d40001e95407
85,5b23d0784fb0d40001e95407,2,study,18,bell,5b23d0784fb0d40001e95407
86,5b23d0784fb0d40001e95407,2,study,19,book,5b23d0784fb0d40001e95407
87,5b23d0784fb0d40001e95407,2,study,20,jeep,5b23d0784fb0d40001e95407
88,5b23d0784fb0d40001e95407,2,study,21,reef,5b23d0784fb0d40001e95407
89,5b23d0784fb0d40001e95407,2,study,22,cord,5b23d0784fb0d40001e95407
90,5b23d0784fb0d40001e95407,2,study,23,volcano,5b23d0784fb0d40001e95407
91,5b23d0784fb0d40001e95407,2,study,24,mouse,5b23d0784fb0d40001e95407
92,5b23d0784fb0d40001e95407,2,study,25,shrimp,5b23d0784fb0d40001e95407
93,5b23d0784fb0d40001e95407,2,study,26,tray,5b23d0784fb0d40001e95407
94,5b23d0784fb0d40001e95407,2,study,27,phone,5b23d0784fb0d40001e95407
95,5b23d0784fb0d40001e95407,2,study,28,wall,5b23d0784fb0d40001e95407
96,5b23d0784fb0d40001e95407,2,study,29,clip,5b23d0784fb0d40001e95407
97,5b23d0784fb0d40001e95407,2,study,30,tundra,5b23d0784fb0d40001e95407
98,5b23d0784fb0d40001e95407,2,study,31,toast,5b23d0784fb0d40001e95407
99,5b23d0784fb0d40001e95407,2,study,32,leaf,5b23d0784fb0d40001e95407
100,5b23d0784fb0d40001e95407,2,study,33,tablet,5b23d0784fb0d40001e95407
101,5b23d0784fb0d40001e95407,2,study,34,oven,5b23d0784fb0d40001e95407
102,5b23d0784fb0d40001e95407,2,study,35,hotdog,5b23d0784fb0d40001e95407
103,5b23d0784fb0d40001e95407,2,study,36,deer,5b23d0784fb0d40001e95407
104,5b23d0784fb0d40001e95407,2,study,37,ostrich,5b23d0784fb0d40001e95407
105,5b23d0784fb0d40001e95407,2,study,38,mussel,5b23d0784fb0d40001e95407
106,5b23d0784fb0d40001e95407,2,study,39,door,5b23d0784fb0d40001e95407
107,5b23d0784fb0d40001e95407,2,study,40,lock,5b23d0784fb0d40001e95407
108,5b23d0784fb0d40001e95407,2,study,41,fort,5b23d0784fb0d40001e95407
109,5b23d0784fb0d40001e95407,2,study,42,alligator,5b23d0784fb0d40001e95407
110,5b23d0784fb0d40001e95407,2,study,43,hose,5b23d0784fb0d40001e95407
111,5b23d0784fb0d40001e95407,2,study,44,farm,5b23d0784fb0d40001e95407
112,5b23d0784fb0d40001e95407,2,study,45,hat,5b23d0784fb0d40001e95407
113,5b23d0784fb0d40001e95407,2,study,46,sock,5b23d0784fb0d40001e95407
114,5b23d0784fb0d40001e95407,2,study,47,puppy,5b23d0784fb0d40001e95407
115,5b23d0784fb0d40001e95407,2,study,48,purse,5b23d0784fb0d40001e95407
116,5b23d0784fb0d40001e95407,2,study,49,dam,5b23d0784fb0d40001e95407
117,5b23d0784fb0d40001e95407,2,study,50,penny,5b23d0784fb0d40001e95407
118,5b23d0784fb0d40001e95407,2,study,51,meadow,5b23d0784fb0d40001e95407
119,5b23d0784fb0d40001e95407,2,study,52,burger,5b23d0784fb0d40001e95407
120,5b23d0784fb0d40001e95407,2,study,53,dice,5b23d0784fb0d40001e95407
121,5b23d0784fb0d40001e95407,2,study,54,sea,5b23d0784fb0d40001e95407
122,5b23d0784fb0d40001e95407,2,study,55,mint,5b23d0784fb0d40001e95407
