,subject,list,trial_type,position,item,subid
3475,5ac4c730f69e940001d977e1,3,study,48,ladder,5ac4c730f69e940001d977e1
3476,5ac4c730f69e940001d977e1,3,study,49,mushroom,5ac4c730f69e940001d977e1
3477,5ac4c730f69e940001d977e1,3,study,50,shoe,5ac4c730f69e940001d977e1
3478,5ac4c730f69e940001d977e1,3,study,51,beet,5ac4c730f69e940001d977e1
3479,5ac4c730f69e940001d977e1,3,study,52,phone,5ac4c730f69e940001d977e1
3480,5ac4c730f69e940001d977e1,3,study,53,pier,5ac4c730f69e940001d977e1
3481,5ac4c730f69e940001d977e1,3,study,54,broccoli,5ac4c730f69e940001d977e1
3482,5ac4c730f69e940001d977e1,3,study,55,skate,5ac4c730f69e940001d977e1
3483,5ac4c730f69e940001d977e1,3,study,56,hospital,5ac4c730f69e940001d977e1
3484,5ac4c730f69e940001d977e1,3,recall,1,book,5ac4c730f69e940001d977e1
3485,5ac4c730f69e940001d977e1,3,recall,2,building,5ac4c730f69e940001d977e1
3486,5ac4c730f69e940001d977e1,3,recall,3,skate,5ac4c730f69e940001d977e1
3487,5ac4c730f69e940001d977e1,3,recall,4,tank,5ac4c730f69e940001d977e1
3488,5ac4c730f69e940001d977e1,3,recall,5,cashew,5ac4c730f69e940001d977e1
3489,5ac4c730f69e940001d977e1,3,recall,6,cloud,5ac4c730f69e940001d977e1
3490,5ac4c730f69e940001d977e1,3,recall,7,glass,5ac4c730f69e940001d977e1
3491,5ac4c730f69e940001d977e1,4,study,1,drawer,5ac4c730f69e940001d977e1
3492,5ac4c730f69e940001d977e1,4,study,2,land,5ac4c730f69e940001d977e1
3493,5ac4c730f69e940001d977e1,4,study,3,sail,5ac4c730f69e940001d977e1
3494,5ac4c730f69e940001d977e1,4,study,4,flamingo,5ac4c730f69e940001d977e1
3495,5ac4c730f69e940001d977e1,4,study,5,gerbil,5ac4c730f69e940001d977e1
3496,5ac4c730f69e940001d977e1,4,study,6,beak,5ac4c730f69e940001d977e1
3497,5ac4c730f69e940001d977e1,4,study,7,mitten,5ac4c730f69e940001d977e1
3498,5ac4c730f69e940001d977e1,4,study,8,stairs,5ac4c730f69e940001d977e1
3499,5ac4c730f69e940001d977e1,4,study,9,tornado,5ac4c730f69e940001d977e1
3500,5ac4c730f69e940001d977e1,4,study,10,coffin,5ac4c730f69e940001d977e1
3501,5ac4c730f69e940001d977e1,4,study,11,cucumber,5ac4c730f69e940001d977e1
3502,5ac4c730f69e940001d977e1,4,study,12,lipstick,5ac4c730f69e940001d977e1
3503,5ac4c730f69e940001d977e1,4,study,13,jail,5ac4c730f69e940001d977e1
3504,5ac4c730f69e940001d977e1,4,study,14,glove,5ac4c730f69e940001d977e1
3505,5ac4c730f69e940001d977e1,4,study,15,carrot,5ac4c730f69e940001d977e1
3506,5ac4c730f69e940001d977e1,4,study,16,planet,5ac4c730f69e940001d977e1
3507,5ac4c730f69e940001d977e1,4,study,17,beach,5ac4c730f69e940001d977e1
3508,5ac4c730f69e940001d977e1,4,study,18,glasses,5ac4c730f69e940001d977e1
3509,5ac4c730f69e940001d977e1,4,study,19,meadow,5ac4c730f69e940001d977e1
3510,5ac4c730f69e940001d977e1,4,study,20,maze,5ac4c730f69e940001d977e1
3511,5ac4c730f69e940001d977e1,4,study,21,coin,5ac4c730f69e940001d977e1
3512,5ac4c730f69e940001d977e1,4,study,22,city,5ac4c730f69e940001d977e1
3513,5ac4c730f69e940001d977e1,4,study,23,kayak,5ac4c730f69e940001d977e1
3514,5ac4c730f69e940001d977e1,4,study,24,hound,5ac4c730f69e940001d977e1
3515,5ac4c730f69e940001d977e1,4,study,25,aspen,5ac4c730f69e940001d977e1
3516,5ac4c730f69e940001d977e1,4,study,26,seat,5ac4c730f69e940001d977e1
3517,5ac4c730f69e940001d977e1,4,study,27,purse,5ac4c730f69e940001d977e1
3518,5ac4c730f69e940001d977e1,4,study,28,acorn,5ac4c730f69e940001d977e1
3519,5ac4c730f69e940001d977e1,4,study,29,laptop,5ac4c730f69e940001d977e1
3520,5ac4c730f69e940001d977e1,4,study,30,cheetah,5ac4c730f69e940001d977e1
3521,5ac4c730f69e940001d977e1,4,study,31,highway,5ac4c730f69e940001d977e1
3522,5ac4c730f69e940001d977e1,4,study,32,turkey,5ac4c730f69e940001d977e1
3523,5ac4c730f69e940001d977e1,4,study,33,mall,5ac4c730f69e940001d977e1
3524,5ac4c730f69e940001d977e1,4,study,34,fort,5ac4c730f69e940001d977e1
3525,5ac4c730f69e940001d977e1,4,study,35,sheet,5ac4c730f69e940001d977e1
3526,5ac4c730f69e940001d977e1,4,study,36,canyon,5ac4c730f69e940001d977e1
3527,5ac4c730f69e940001d977e1,4,study,37,pepper,5ac4c730f69e940001d977e1
3528,5ac4c730f69e940001d977e1,4,study,38,mite,5ac4c730f69e940001d977e1
3529,5ac4c730f69e940001d977e1,4,study,39,bike,5ac4c730f69e940001d977e1
3530,5ac4c730f69e940001d977e1,4,study,40,burger,5ac4c730f69e940001d977e1
3531,5ac4c730f69e940001d977e1,4,study,41,bull,5ac4c730f69e940001d977e1
3532,5ac4c730f69e940001d977e1,4,study,42,dock,5ac4c730f69e940001d977e1
3533,5ac4c730f69e940001d977e1,4,study,43,ark,5ac4c730f69e940001d977e1
3534,5ac4c730f69e940001d977e1,4,study,44,ticket,5ac4c730f69e940001d977e1
3535,5ac4c730f69e940001d977e1,4,study,45,onion,5ac4c730f69e940001d977e1
3536,5ac4c730f69e940001d977e1,4,study,46,rat,5ac4c730f69e940001d977e1
3537,5ac4c730f69e940001d977e1,4,study,47,peach,5ac4c730f69e940001d977e1
3538,5ac4c730f69e940001d977e1,4,study,48,ant,5ac4c730f69e940001d977e1
3539,5ac4c730f69e940001d977e1,4,study,49,hornet,5ac4c730f69e940001d977e1
3540,5ac4c730f69e940001d977e1,4,study,50,jeep,5ac4c730f69e940001d977e1
3541,5ac4c730f69e940001d977e1,4,study,51,fox,5ac4c730f69e940001d977e1
3542,5ac4c730f69e940001d977e1,4,study,52,string,5ac4c730f69e940001d977e1
3543,5ac4c730f69e940001d977e1,4,study,53,lion,5ac4c730f69e940001d977e1
3544,5ac4c730f69e940001d977e1,4,study,54,oak,5ac4c730f69e940001d977e1
3545,5ac4c730f69e940001d977e1,4,study,55,hotdog,5ac4c730f69e940001d977e1
3546,5ac4c730f69e940001d977e1,4,study,56,daisy,5ac4c730f69e940001d977e1
3547,5ac4c730f69e940001d977e1,4,recall,1,oak,5ac4c730f69e940001d977e1
3548,5ac4c730f69e940001d977e1,4,recall,2,hotdog,5ac4c730f69e940001d977e1
3549,5ac4c730f69e940001d977e1,4,recall,3,bike,5ac4c730f69e940001d977e1
3550,5ac4c730f69e940001d977e1,4,recall,4,hound,5ac4c730f69e940001d977e1
3551,5ac4c730f69e940001d977e1,4,recall,5,stairs,5ac4c730f69e940001d977e1
3552,5ac4c730f69e940001d977e1,4,recall,6,city,5ac4c730f69e940001d977e1
3553,5b23d0784fb0d40001e95407,1,study,1,sheet,5b23d0784fb0d40001e95407
3554,5b23d0784fb0d40001e95407,1,study,2,maze,5b23d0784fb0d40001e95407
3555,5b23d0784fb0d40001e95407,1,study,3,tape,5b23d0784fb0d40001e95407
3556,5b23d0784fb0d40001e95407,1,study,4,badge,5b23d0784fb0d40001e95407
3557,5b23d0784fb0d40001e95407,1,study,5,coffin,5b23d0784fb0d40001e95407
3558,5b23d0784fb0d40001e95407,1,study,6,cow,5b23d0784fb0d40001e95407
3559,5b23d0784fb0d40001e95407,1,study,7,seal,5b23d0784fb0d40001e95407
3560,5b23d0784fb0d40001e95407,1,study,8,moon,5b23d0784fb0d40001e95407
3561,5b23d0784fb0d40001e95407,1,study,9,shark,5b23d0784fb0d40001e95407
3562,5b23d0784fb0d40001e95407,1,study,10,safe,5b23d0784fb0d40001e95407
3563,5b23d0784fb0d40001e95407,1,study,11,note,5b23d0784fb0d40001e95407
3564,5b23d0784fb0d40001e95407,1,study,12,headphones,5b23d0784fb0d40001e95407
3565,5b23d0784fb0d40001e95407,1,study,13,canoe,5b23d0784fb0d40001e95407
3566,5b23d0784fb0d40001e95407,1,study,14,daisy,5b23d0784fb0d40001e95407
3567,5b23d0784fb0d40001e95407,1,study,15,mango,5b23d0784fb0d40001e95407
3568,5b23d0784fb0d40001e95407,1,study,16,spoon,5b23d0784fb0d40001e95407
3569,5b23d0784fb0d40001e95407,1,study,17,pumpkin,5b23d0784fb0d40001e95407
3570,5b23d0784fb0d40001e95407,1,study,18,bus,5b23d0784fb0d40001e95407
3571,5b23d0784fb0d40001e95407,1,study,19,napkin,5b23d0784fb0d40001e95407
3572,5b23d0784fb0d40001e95407,1,study,20,laptop,5b23d0784fb0d40001e95407
3573,5b23d0784fb0d40001e95407,1,study,21,easel,5b23d0784fb0d40001e95407
3574,5b23d0784fb0d40001e95407,1,study,22,dollar,5b23d0784fb0d40001e95407
3575,5b23d0784fb0d40001e95407,1,study,23,ship,5b23d0784fb0d40001e95407
3576,5b23d0784fb0d40001e95407,1,study,24,acorn,5b23d0784fb0d40001e95407
3577,5b23d0784fb0d40001e95407,1,study,25,kangaroo,5b23d0784fb0d40001e95407
3578,5b23d0784fb0d40001e95407,1,study,26,shed,5b23d0784fb0d40001e95407
3579,5b23d0784fb0d40001e95407,1,study,27,clam,5b23d0784fb0d40001e95407
3580,5b23d0784fb0d40001e95407,1,study,28,pigeon,5b23d0784fb0d40001e95407
3581,5b23d0784fb0d40001e95407,1,study,29,bear,5b23d0784fb0d40001e95407
3582,5b23d0784fb0d40001e95407,1,study,30,bed,5b23d0784fb0d40001e95407
3583,5b23d0784fb0d40001e95407,1,study,31,oyster,5b23d0784fb0d40001e95407
3584,5b23d0784fb0d40001e95407,1,study,32,emu,5b23d0784fb0d40001e95407
3585,5b23d0784fb0d40001e95407,1,study,33,ant,5b23d0784fb0d40001e95407
3586,5b23d0784fb0d40001e95407,1,study,34,man,5b23d0784fb0d40001e95407
3587,5b23d0784fb0d40001e95407,1,study,35,glass,5b23d0784fb0d40001e95407
3588,5b23d0784fb0d40001e95407,1,study,36,giraffe,5b23d0784fb0d40001e95407
3589,5b23d0784fb0d40001e95407,1,study,37,jar,5b23d0784fb0d40001e95407
3590,5b23d0784fb0d40001e95407,1,study,38,father,5b23d0784fb0d40001e95407
3591,5b23d0784fb0d40001e95407,1,study,39,cheek,5b23d0784fb0d40001e95407
3592,5b23d0784fb0d40001e95407,1,study,40,goose,5b23d0784fb0d40001e95407
3593,5b23d0784fb0d40001e95407,1,study,41,tank,5b23d0784fb0d40001e95407
3594,5b23d0784fb0d40001e95407,1,study,42,lamb,5b23d0784fb0d40001e95407
3595,5b23d0784fb0d40001e95407,1,study,43,hound,5b23d0784fb0d40001e95407
3596,5b23d0784fb0d40001e95407,1,study,44,kayak,5b23d0784fb0d40001e95407
3597,5b23d0784fb0d40001e95407,1,study,45,trowel,5b23d0784fb0d40001e95407
3598,5b23d0784fb0d40001e95407,1,study,46,cigar,5b23d0784fb0d40001e95407
3599,5b23d0784fb0d40001e95407,1,study,47,orca,5b23d0784fb0d40001e95407
3600,5b23d0784fb0d40001e95407,1,study,48,camel,5b23d0784fb0d40001e95407
3601,5b23d0784fb0d40001e95407,1,study,49,corn,5b23d0784fb0d40001e95407
3602,5b23d0784fb0d40001e95407,1,study,50,cart,5b23d0784fb0d40001e95407
3603,5b23d0784fb0d40001e95407,1,study,51,bison,5b23d0784fb0d40001e95407
3604,5b23d0784fb0d40001e95407,1,study,52,board,5b23d0784fb0d40001e95407
3605,5b23d0784fb0d40001e95407,1,study,53,rhino,5b23d0784fb0d40001e95407
3606,5b23d0784fb0d40001e95407,1,study,54,escalator,5b23d0784fb0d40001e95407
3607,5b23d0784fb0d40001e95407,1,study,55,asparagus,5b23d0784fb0d40001e95407
3608,5b23d0784fb0d40001e95407,1,study,56,knife,5b23d0784fb0d40001e95407
3609,5b23d0784fb0d40001e95407,1,recall,1,camel,5b23d0784fb0d40001e95407
3610,5b23d0784fb0d40001e95407,1,recall,2,orca,5b23d0784fb0d40001e95407
3611,5b23d0784fb0d40001e95407,1,recall,3,knife,5b23d0784fb0d40001e95407
3612,5b23d0784fb0d40001e95407,1,recall,4,father,5b23d0784fb0d40001e95407
3613,5b23d0784fb0d40001e95407,1,recall,5,cheek,5b23d0784fb0d40001e95407
3614,5b23d0784fb0d40001e95407,1,recall,6,clam,5b23d0784fb0d40001e95407
3615,5b23d0784fb0d40001e95407,1,recall,7,napkin,5b23d0784fb0d40001e95407
3616,5b23d0784fb0d40001e95407,1,recall,8,moon,5b23d0784fb0d40001e95407
3617,5b23d0784fb0d40001e95407,1,recall,9,goose,5b23d0784fb0d40001e95407
3618,5b23d0784fb0d40001e95407,1,recall,10,emu,5b23d0784fb0d40001e95407
3619,5b23d0784fb0d40001e95407,1,recall,11,tank,5b23d0784fb0d40001e95407
3620,5b23d0784fb0d40001e95407,1,recall,12,ostrich,5b23d0784fb0d40001e95407
3621,5b23d0784fb0d40001e95407,2,study,1,dock,5b23d0784fb0d40001e95407
3622,5b23d0784fb0d40001e95407,2,study,2,finch,5b23d0784fb0d40001e95407
3623,5b23d0784fb0d40001e95407,2,study,3,mesa,5b23d0784fb0d40001e95407
3624,5b23d0784fb0d40001e95407,2,study,4,store,5b23d0784fb0d40001e95407
3625,5b23d0784fb0d40001e95407,2,study,5,wasp,5b23d0784fb0d40001e95407
3626,5b23d0784fb0d40001e95407,2,study,6,throne,5b23d0784fb0d40001e95407
3627,5b23d0784fb0d40001e95407,2,study,7,chalk,5b23d0784fb0d40001e95407
3628,5b23d0784fb0d40001e95407,2,study,8,cliff,5b23d0784fb0d40001e95407
3629,5b23d0784fb0d40001e95407,2,study,9,rabbit,5b23d0784fb0d40001e95407
3630,5b23d0784fb0d40001e95407,2,study,10,slug,5b23d0784fb0d40001e95407
3631,5b23d0784fb0d40001e95407,2,study,11,vulture,5b23d0784fb0d40001e95407
3632,5b23d0784fb0d40001e95407,2,study,12,peach,5b23d0784fb0d40001e95407
3633,5b23d0784fb0d40001e95407,2,study,13,raft,5b23d0784fb0d40001e95407
3634,5b23d0784fb0d40001e95407,2,study,14,shovel,5b23d0784fb0d40001e95407
3635,5b23d0784fb0d40001e95407,2,study,15,leopard,5b23d0784fb0d40001e95407
3636,5b23d0784fb0d40001e95407,2,study,16,ladder,5b23d0784fb0d40001e95407
3637,5b23d0784fb0d40001e95407,2,study,17,cigarette,5b23d0784fb0d40001e95407
3638,5b23d0784fb0d40001e95407,2,study,18,bell,5b23d0784fb0d40001e95407
3639,5b23d0784fb0d40001e95407,2,study,19,book,5b23d0784fb0d40001e95407
3640,5b23d0784fb0d40001e95407,2,study,20,jeep,5b23d0784fb0d40001e95407
3641,5b23d0784fb0d40001e95407,2,study,21,reef,5b23d0784fb0d40001e95407
3642,5b23d0784fb0d40001e95407,2,study,22,cord,5b23d0784fb0d40001e95407
3643,5b23d0784fb0d40001e95407,2,study,23,volcano,5b23d0784fb0d40001e95407
3644,5b23d0784fb0d40001e95407,2,study,24,mouse,5b23d0784fb0d40001e95407
3645,5b23d0784fb0d40001e95407,2,study,25,shrimp,5b23d0784fb0d40001e95407
3646,5b23d0784fb0d40001e95407,2,study,26,tray,5b23d0784fb0d40001e95407
3647,5b23d0784fb0d40001e95407,2,study,27,phone,5b23d0784fb0d40001e95407
3648,5b23d0784fb0d40001e95407,2,study,28,wall,5b23d0784fb0d40001e95407
3649,5b23d0784fb0d40001e95407,2,study,29,clip,5b23d0784fb0d40001e95407
3650,5b23d0784fb0d40001e95407,2,study,30,tundra,5b23d0784fb0d40001e95407
3651,5b23d0784fb0d40001e95407,2,study,31,toast,5b23d0784fb0d40001e95407
3652,5b23d0784fb0d40001e95407,2,study,32,leaf,5b23d0784fb0d40001e95407
3653,5b23d0784fb0d40001e95407,2,study,33,tablet,5b23d0784fb0d40001e95407
3654,5b23d0784fb0d40001e95407,2,study,34,oven,5b23d0784fb0d40001e95407
3655,5b23d0784fb0d40001e95407,2,study,35,hotdog,5b23d0784fb0d40001e95407
3656,5b23d0784fb0d40001e95407,2,study,36,deer,5b23d0784fb0d40001e95407
3657,5b23d0784fb0d40001e95407,2,study,37,ostrich,5b23d0784fb0d40001e95407
3658,5b23d0784fb0d40001e95407,2,study,38,mussel,5b23d0784fb0d40001e95407
3659,5b23d0784fb0d40001e95407,2,study,39,door,5b23d0784fb0d40001e95407
3660,5b23d0784fb0d40001e95407,2,study,40,lock,5b23d0784fb0d40001e95407
3661,5b23d0784fb0d40001e95407,2,study,41,fort,5b23d0784fb0d40001e95407
3662,5b23d0784fb0d40001e95407,2,study,42,alligator,5b23d0784fb0d40001e95407
3663,5b23d0784fb0d40001e95407,2,study,43,hose,5b23d0784fb0d40001e95407
3664,5b23d0784fb0d40001e95407,2,study,44,farm,5b23d0784fb0d40001e95407
3665,5b23d0784fb0d40001e95407,2,study,45,hat,5b23d0784fb0d40001e95407
3666,5b23d0784fb0d40001e95407,2,study,46,sock,5b23d0784fb0d40001e95407
3667,5b23d0784fb0d40001e95407,2,study,47,puppy,5b23d0784fb0d40001e95407
3668,5b23d0784fb0d40001e95407,2,study,48,purse,5b23d0784fb0d40001e95407
3669,5b23d0784fb0d40001e95407,2,study,49,dam,5b23d0784fb0d40001e95407
3670,5b23d0784fb0d40001e95407,2,study,50,penny,5b23d0784fb0d40001e95407
3671,5b23d0784fb0d40001e95407,2,study,51,meadow,5b23d0784fb0d40001e95407
3672,5b23d0784fb0d40001e95407,2,study,52,burger,5b23d0784fb0d40001e95407
3673,5b23d0784fb0d40001e95407,2,study,53,dice,5b23d0784fb0d40001e95407
3674,5b23d0784fb0d40001e95407,2,study,54,sea,5b23d0784fb0d40001e95407
3675,5b23d0784fb0d40001e95407,2,study,55,mint,5b23d0784fb0d40001e95407
3676,5b23d0784fb0d40001e95407,2,study,56,mitten,5b23d0784fb0d40001e95407
3677,5b23d0784fb0d40001e95407,2,recall,1,puppy,5b23d0784fb0d40001e95407
3678,5b23d0784fb0d40001e95407,2,recall,2,purse,5b23d0784fb0d40001e95407
3679,5b23d0784fb0d40001e95407,2,recall,3,mitten,5b23d0784fb0d40001e95407
3680,5b23d0784fb0d40001e95407,2,recall,4,hat,5b23d0784fb0d40001e95407
3681,5b23d0784fb0d40001e95407,2,recall,5,mesa,5b23d0784fb0d40001e95407
3682,5b23d0784fb0d40001e95407,2,recall,6,dam,5b23d0784fb0d40001e95407
3683,5b23d0784fb0d40001e95407,2,recall,7,hotdog,5b23d0784fb0d40001e95407
3684,5b23d0784fb0d40001e95407,2,recall,8,farm,5b23d0784fb0d40001e95407
3685,5b23d0784fb0d40001e95407,2,recall,9,giraffe,5b23d0784fb0d40001e95407
3686,5b23d0784fb0d40001e95407,2,recall,10,stove,5b23d0784fb0d40001e95407
3687,5b23d0784fb0d40001e95407,3,study,1,pillar,5b23d0784fb0d40001e95407
3688,5b23d0784fb0d40001e95407,3,study,2,screw,5b23d0784fb0d40001e95407
3689,5b23d0784fb0d40001e95407,3,study,3,blimp,5b23d0784fb0d40001e95407
3690,5b23d0784fb0d40001e95407,3,study,4,lion,5b23d0784fb0d40001e95407
3691,5b23d0784fb0d40001e95407,3,study,5,spider,5b23d0784fb0d40001e95407
3692,5b23d0784fb0d40001e95407,3,study,6,school,5b23d0784fb0d40001e95407
3693,5b23d0784fb0d40001e95407,3,study,7,tadpole,5b23d0784fb0d40001e95407
3694,5b23d0784fb0d40001e95407,3,study,8,fig,5b23d0784fb0d40001e95407
3695,5b23d0784fb0d40001e95407,3,study,9,pole,5b23d0784fb0d40001e95407
3696,5b23d0784fb0d40001e95407,3,study,10,lighter,5b23d0784fb0d40001e95407
3697,5b23d0784fb0d40001e95407,3,study,11,barn,5b23d0784fb0d40001e95407
3698,5b23d0784fb0d40001e95407,3,study,12,almond,5b23d0784fb0d40001e95407
3699,5b23d0784fb0d40001e95407,3,study,13,beach,5b23d0784fb0d40001e95407
3700,5b23d0784fb0d40001e95407,3,study,14,office,5b23d0784fb0d40001e95407
3701,5b23d0784fb0d40001e95407,3,study,15,crow,5b23d0784fb0d40001e95407
3702,5b23d0784fb0d40001e95407,3,study,16,cherry,5b23d0784fb0d40001e95407
3703,5b23d0784fb0d40001e95407,3,study,17,pill,5b23d0784fb0d40001e95407
3704,5b23d0784fb0d40001e95407,3,study,18,oasis,5b23d0784fb0d40001e95407
3705,5b23d0784fb0d40001e95407,3,study,19,candle,5b23d0784fb0d40001e95407
3706,5b23d0784fb0d40001e95407,3,study,20,cage,5b23d0784fb0d40001e95407
3707,5b23d0784fb0d40001e95407,3,study,21,eraser,5b23d0784fb0d40001e95407
3708,5b23d0784fb0d40001e95407,3,study,22,lemon,5b23d0784fb0d40001e95407
3709,5b23d0784fb0d40001e95407,3,study,23,jukebox,5b23d0784fb0d40001e95407
3710,5b23d0784fb0d40001e95407,3,study,24,shield,5b23d0784fb0d40001e95407
3711,5b23d0784fb0d40001e95407,3,study,25,mall,5b23d0784fb0d40001e95407
3712,5b23d0784fb0d40001e95407,3,study,26,stairs,5b23d0784fb0d40001e95407
3713,5b23d0784fb0d40001e95407,3,study,27,road,5b23d0784fb0d40001e95407
3714,5b23d0784fb0d40001e95407,3,study,28,pear,5b23d0784fb0d40001e95407
3715,5b23d0784fb0d40001e95407,3,study,29,necklace,5b23d0784fb0d40001e95407
3716,5b23d0784fb0d40001e95407,3,study,30,soap,5b23d0784fb0d40001e95407
3717,5b23d0784fb0d40001e95407,3,study,31,thumb,5b23d0784fb0d40001e95407
3718,5b23d0784fb0d40001e95407,3,study,32,river,5b23d0784fb0d40001e95407
3719,5b23d0784fb0d40001e95407,3,study,33,lip,5b23d0784fb0d40001e95407
3720,5b23d0784fb0d40001e95407,3,study,34,seat,5b23d0784fb0d40001e95407
3721,5b23d0784fb0d40001e95407,3,study,35,anteater,5b23d0784fb0d40001e95407
3722,5b23d0784fb0d40001e95407,3,study,36,train,5b23d0784fb0d40001e95407
3723,5b23d0784fb0d40001e95407,3,study,37,helicopter,5b23d0784fb0d40001e95407
3724,5b23d0784fb0d40001e95407,3,study,38,rug,5b23d0784fb0d40001e95407
3725,5b23d0784fb0d40001e95407,3,study,39,hand,5b23d0784fb0d40001e95407
3726,5b23d0784fb0d40001e95407,3,study,40,cookie,5b23d0784fb0d40001e95407
3727,5b23d0784fb0d40001e95407,3,study,41,glasses,5b23d0784fb0d40001e95407
3728,5b23d0784fb0d40001e95407,3,study,42,bluejay,5b23d0784fb0d40001e95407
3729,5b23d0784fb0d40001e95407,3,study,43,swan,5b23d0784fb0d40001e95407
3730,5b23d0784fb0d40001e95407,3,study,44,muffin,5b23d0784fb0d40001e95407
3731,5b23d0784fb0d40001e95407,3,study,45,city,5b23d0784fb0d40001e95407
3732,5b23d0784fb0d40001e95407,3,study,46,glove,5b23d0784fb0d40001e95407
3733,5b23d0784fb0d40001e95407,3,study,47,orange,5b23d0784fb0d40001e95407
3734,5b23d0784fb0d40001e95407,3,study,48,shell,5b23d0784fb0d40001e95407
3735,5b23d0784fb0d40001e95407,3,study,49,salmon,5b23d0784fb0d40001e95407
3736,5b23d0784fb0d40001e95407,3,study,50,oar,5b23d0784fb0d40001e95407
3737,5b23d0784fb0d40001e95407,3,study,51,hyena,5b23d0784fb0d40001e95407
3738,5b23d0784fb0d40001e95407,3,study,52,stove,5b23d0784fb0d40001e95407
3739,5b23d0784fb0d40001e95407,3,study,53,compass,5b23d0784fb0d40001e95407
3740,5b23d0784fb0d40001e95407,3,study,54,toad,5b23d0784fb0d40001e95407
3741,5b23d0784fb0d40001e95407,3,study,55,broccoli,5b23d0784fb0d40001e95407
3742,5b23d0784fb0d40001e95407,3,study,56,crab,5b23d0784fb0d40001e95407
3743,5b23d0784fb0d40001e95407,3,recall,1,toad,5b23d0784fb0d40001e95407
3744,5b23d0784fb0d40001e95407,3,recall,2,salmon,5b23d0784fb0d40001e95407
3745,5b23d0784fb0d40001e95407,3,recall,3,muffin,5b23d0784fb0d40001e95407
3746,5b23d0784fb0d40001e95407,3,recall,4,stairs,5b23d0784fb0d40001e95407
3747,5b23d0784fb0d40001e95407,3,recall,5,mall,5b23d0784fb0d40001e95407
3748,5b23d0784fb0d40001e95407,3,recall,6,bluejay,5b23d0784fb0d40001e95407
3749,5b23d0784fb0d40001e95407,3,recall,7,lip,5b23d0784fb0d40001e95407
3750,5b23d0784fb0d40001e95407,3,recall,8,bus,5b23d0784fb0d40001e95407
3751,5b23d0784fb0d40001e95407,4,study,1,mite,5b23d0784fb0d40001e95407
3752,5b23d0784fb0d40001e95407,4,study,2,bunny,5b23d0784fb0d40001e95407
3753,5b23d0784fb0d40001e95407,4,study,3,drawer,5b23d0784fb0d40001e95407
3754,5b23d0784fb0d40001e95407,4,study,4,cog,5b23d0784fb0d40001e95407
3755,5b23d0784fb0d40001e95407,4,study,5,shoe,5b23d0784fb0d40001e95407
3756,5b23d0784fb0d40001e95407,4,study,6,bath,5b23d0784fb0d40001e95407
3757,5b23d0784fb0d40001e95407,4,study,7,floor,5b23d0784fb0d40001e95407
3758,5b23d0784fb0d40001e95407,4,study,8,moose,5b23d0784fb0d40001e95407
3759,5b23d0784fb0d40001e95407,4,study,9,castle,5b23d0784fb0d40001e95407
3760,5b23d0784fb0d40001e95407,4,study,10,pretzel,5b23d0784fb0d40001e95407
3761,5b23d0784fb0d40001e95407,4,study,11,island,5b23d0784fb0d40001e95407
3762,5b23d0784fb0d40001e95407,4,study,12,foot,5b23d0784fb0d40001e95407
3763,5b23d0784fb0d40001e95407,4,study,13,forest,5b23d0784fb0d40001e95407
3764,5b23d0784fb0d40001e95407,4,study,14,piano,5b23d0784fb0d40001e95407
3765,5b23d0784fb0d40001e95407,4,study,15,scarf,5b23d0784fb0d40001e95407
3766,5b23d0784fb0d40001e95407,4,study,16,highway,5b23d0784fb0d40001e95407
3767,5b23d0784fb0d40001e95407,4,study,17,moth,5b23d0784fb0d40001e95407
3768,5b23d0784fb0d40001e95407,4,study,18,stool,5b23d0784fb0d40001e95407
3769,5b23d0784fb0d40001e95407,4,study,19,broom,5b23d0784fb0d40001e95407
3770,5b23d0784fb0d40001e95407,4,study,20,string,5b23d0784fb0d40001e95407
3771,5b23d0784fb0d40001e95407,4,study,21,pin,5b23d0784fb0d40001e95407
3772,5b23d0784fb0d40001e95407,4,study,22,hippo,5b23d0784fb0d40001e95407
3773,5b23d0784fb0d40001e95407,4,study,23,room,5b23d0784fb0d40001e95407
3774,5b23d0784fb0d40001e95407,4,study,24,beak,5b23d0784fb0d40001e95407
3775,5b23d0784fb0d40001e95407,4,study,25,fly,5b23d0784fb0d40001e95407
3776,5b23d0784fb0d40001e95407,4,study,26,hammer,5b23d0784fb0d40001e95407
3777,5b23d0784fb0d40001e95407,4,study,27,crown,5b23d0784fb0d40001e95407
3778,5b23d0784fb0d40001e95407,4,study,28,lily,5b23d0784fb0d40001e95407
3779,5b23d0784fb0d40001e95407,4,study,29,hill,5b23d0784fb0d40001e95407
3780,5b23d0784fb0d40001e95407,4,study,30,dolphin,5b23d0784fb0d40001e95407
3781,5b23d0784fb0d40001e95407,4,study,31,rake,5b23d0784fb0d40001e95407
3782,5b23d0784fb0d40001e95407,4,study,32,mother,5b23d0784fb0d40001e95407
3783,5b23d0784fb0d40001e95407,4,study,33,card,5b23d0784fb0d40001e95407
3784,5b23d0784fb0d40001e95407,4,study,34,roof,5b23d0784fb0d40001e95407
3785,5b23d0784fb0d40001e95407,4,study,35,ark,5b23d0784fb0d40001e95407
3786,5b23d0784fb0d40001e95407,4,study,36,peacock,5b23d0784fb0d40001e95407
3787,5b23d0784fb0d40001e95407,4,study,37,goat,5b23d0784fb0d40001e95407
